SecurityCode,companyName,DATA1,DATA2,DATA3
500770,TATA CHEMICALS LTD.,"24,910.07 Cr.","24,967.39 Cr.","25,042.54 Cr."
532889,K.P.R. Mill Limited,"24,603.77 Cr.","24,610.61 Cr.","24,576.43 Cr."
531531,HATSUN AGRO PRODUCT LTD.,"24,794.11 Cr.","24,794.11 Cr.","24,907.71 Cr."
513599,HINDUSTAN COPPER LTD.,"24,161.10 Cr.","24,175.60 Cr.","24,185.27 Cr."
532733,SUN TV NETWORK LTD.,"24,579.06 Cr.","24,527.83 Cr.","24,433.25 Cr."
541770,CreditAccess Grameen Ltd,"24,039.85 Cr.","23,904.53 Cr.","23,885.42 Cr."
532296,GLENMARK PHARMACEUTICALS LTD.,"24,830.80 Cr.","24,850.55 Cr.","25,223.01 Cr."
543463,Vedant Fashions Ltd,"23,985.59 Cr.","23,955.23 Cr.","23,921.23 Cr."
506076,GRINDWELL NORTON LTD.-$,"23,772.69 Cr.","23,771.58 Cr.","23,707.37 Cr."
532221,SONATA SOFTWARE LTD.,"23,098.59 Cr.","23,129.44 Cr.","23,021.48 Cr."
532636,IIFL Finance Ltd,"23,085.45 Cr.","23,041.58 Cr.","22,900.43 Cr."
540975,Aster DM Healthcare Ltd,"23,676.92 Cr.","23,851.75 Cr.","23,749.35 Cr."
532929,BRIGADE ENTERPRISES LTD.,"22,942.32 Cr.","22,879.92 Cr.","22,770.15 Cr."
532497,RADICO KHAITAN LTD.,"22,853.97 Cr.","22,886.73 Cr.","22,743.66 Cr."
500403,SUNDRAM FASTENERS LTD.,"23,217.08 Cr.","23,114.12 Cr.","22,905.04 Cr."
532175,Cyient Limited,"22,426.46 Cr.","22,372.70 Cr.","22,525.65 Cr."
532400,Birlasoft Ltd,"22,163.29 Cr.","22,243.32 Cr.","22,261.25 Cr."
521064,TRIDENT LTD.,"22,539.41 Cr.","22,595.47 Cr.","22,559.80 Cr."
543396,One 97 Communications Ltd,"23,910.13 Cr.","23,910.13 Cr.","23,910.13 Cr."
540678,Cochin Shipyard Ltd,"22,155.35 Cr.","22,182.97 Cr.","22,193.49 Cr."
535755,Aditya Birla Fashion and Retail Ltd,"22,200.55 Cr.","22,129.36 Cr.","22,480.55 Cr."
540222,Laurus Labs Ltd,"21,580.19 Cr.","21,574.80 Cr.","21,620.62 Cr."
500472,SKF India Ltd,"22,196.90 Cr.","22,138.81 Cr.","22,148.21 Cr."
541956,IRCON International Ltd,"21,519.00 Cr.","21,589.54 Cr.","21,678.89 Cr."
543663,Five-Star Business Finance Ltd,"21,279.56 Cr.","21,207.96 Cr.","21,073.51 Cr."
520111,RATNAMANI METALS & TUBES LTD.-$,"21,677.00 Cr.","21,555.39 Cr.","21,440.79 Cr."
507815,GILLETTE INDIA LTD.,"21,310.73 Cr.","21,278.15 Cr.","21,199.45 Cr."
522113,TIMKEN INDIA LTD.,"21,046.20 Cr.","21,093.59 Cr.","21,029.28 Cr."
500674,Sanofi India Ltd,"20,945.67 Cr.","20,995.07 Cr.","21,033.64 Cr."
531162,EMAMI LTD.-$,"20,743.23 Cr.","20,814.36 Cr.","20,758.79 Cr."
500680,PFIZER LTD.,"21,170.68 Cr.","21,071.41 Cr.","21,098.63 Cr."
500870,CASTROL INDIA LTD.,"20,514.40 Cr.","20,573.75 Cr.","20,484.72 Cr."
532702,GUJARAT STATE PETRONET LTD.,"20,418.81 Cr.","20,399.06 Cr.","20,489.34 Cr."
539524,Dr. Lal PathLabs Ltd,"20,535.97 Cr.","20,524.28 Cr.","20,626.54 Cr."
530517,RELAXO FOOTWEARS LTD.-$,"20,803.80 Cr.","20,806.29 Cr.","20,711.69 Cr."
500260,The Ramco Cements Limited,"20,836.26 Cr.","20,838.62 Cr.","20,829.17 Cr."
513375,CARBORUNDUM UNIVERSAL LTD.,"20,869.57 Cr.","20,893.32 Cr.","20,925.64 Cr."
539083,Inox Wind Ltd,"20,068.65 Cr.","20,101.24 Cr.","20,304.96 Cr."
504973,Cholamandalam Financial Holdings Ltd,"20,047.12 Cr.","19,979.52 Cr.","19,881.88 Cr."
500233,KAJARIA CERAMICS LTD.,"19,970.99 Cr.","19,811.73 Cr.","19,810.94 Cr."
522074,ELGI EQUIPMENTS LTD.,"20,285.35 Cr.","20,282.18 Cr.","20,030.23 Cr."
500302,PIRAMAL ENTERPRISES LTD.,"19,795.12 Cr.","19,874.87 Cr.","19,950.14 Cr."
543330,Devyani International Ltd,"19,962.99 Cr.","19,950.94 Cr.","19,999.17 Cr."
533573,ALEMBIC PHARMACEUTICALS LTD.,"20,154.60 Cr.","20,590.97 Cr.","20,585.07 Cr."
522275,GE T&D India Ltd,"19,689.98 Cr.","19,715.58 Cr.","20,611.75 Cr."
531595,Capri Global Capital Limited,"19,565.51 Cr.","19,534.58 Cr.","19,568.61 Cr."
540173,PNB Housing Finance Ltd,"19,298.21 Cr.","19,361.83 Cr.","19,255.36 Cr."
503310,SWAN ENERGY LTD.,"19,628.83 Cr.","19,652.58 Cr.","19,793.78 Cr."
543990,Signatureglobal (India) Ltd,"19,153.71 Cr.","19,141.07 Cr.","19,179.71 Cr."
524816,NATCO PHARMA LTD.,"19,193.41 Cr.","18,883.55 Cr.","18,612.20 Cr."
543768,NMDC Steel Ltd,"18,559.53 Cr.","18,559.53 Cr.","18,527.29 Cr."
534091,MULTI COMMODITY EXCHANGE OF INDIA LTD.,"18,879.34 Cr.","18,911.98 Cr.","18,973.69 Cr."
542920,Sumitomo Chemical India Ltd,"18,887.67 Cr.","18,880.19 Cr.","18,817.79 Cr."
532659,IDFC LIMITED,"18,583.82 Cr.","18,639.82 Cr.","18,647.82 Cr."
543299,Shyam Metalics and Energy Ltd,"18,456.20 Cr.","18,438.05 Cr.","18,475.74 Cr."
500027,ATUL LTD.,"18,647.38 Cr.","18,677.70 Cr.","18,635.75 Cr."
539876,Crompton Greaves Consumer Electricals Ltd,"18,493.24 Cr.","18,595.67 Cr.","18,566.86 Cr."
500043,BATA INDIA LTD.,"18,310.68 Cr.","18,444.99 Cr.","18,433.42 Cr."
532756,CIE Automotive India Ltd,"17,913.49 Cr.","17,981.78 Cr.","17,926.77 Cr."
543664,Kaynes Technology India Ltd,"17,804.38 Cr.","17,782.33 Cr.","17,724.48 Cr."
520056,TVS Holdings Ltd,"18,363.55 Cr.","18,312.06 Cr.","18,397.03 Cr."
541556,RITES Ltd,"17,880.86 Cr.","17,956.56 Cr.","17,921.71 Cr."
532371,TATA TELESERVICES (MAHARASHTRA) LTD.,"17,789.84 Cr.","17,889.54 Cr.","17,826.99 Cr."
543308,Krishna Institute of Medical Sciences Ltd,"17,943.83 Cr.","17,982.24 Cr.","17,982.24 Cr."
543635,Piramal Pharma Ltd,"17,529.06 Cr.","17,529.06 Cr.","17,515.83 Cr."
532439,Olectra Greentech Ltd,"17,086.34 Cr.","17,157.34 Cr.","17,154.87 Cr."
524200,VINATI ORGANICS LTD.-$,"17,574.19 Cr.","17,626.61 Cr.","17,615.30 Cr."
532926,Jyothy Labs Ltd,"17,348.77 Cr.","17,279.00 Cr.","17,267.99 Cr."
543335,Aptus Value Housing Finance India Ltd,"17,487.29 Cr.","17,569.61 Cr.","17,387.50 Cr."
500084,CESC LTD.,"17,305.32 Cr.","17,318.58 Cr.","17,298.69 Cr."
542399,Chalet Hotels Ltd,"17,252.99 Cr.","17,129.73 Cr.","17,322.84 Cr."
544012,Cello World Ltd,"16,962.57 Cr.","17,017.75 Cr.","17,198.14 Cr."
505537,ZEE ENTERTAINMENT ENTERPRISES LTD.,"18,874.21 Cr.","18,874.21 Cr.","18,538.02 Cr."
532714,KEC INTERNATIONAL LTD.,"16,916.41 Cr.","16,829.00 Cr.","16,808.44 Cr."
543064,Suven Pharmaceuticals Ltd,"17,115.67 Cr.","17,153.86 Cr.","17,004.94 Cr."
500238,WHIRLPOOL OF INDIA LTD.,"16,504.12 Cr.","16,608.79 Cr.","16,337.29 Cr."
500378,JINDAL SAW LTD.,"17,094.06 Cr.","17,074.87 Cr.","17,148.41 Cr."
542726,IndiaMART InterMESH Ltd,"16,652.01 Cr.","16,655.91 Cr.","16,660.11 Cr."
543981,R R Kabel Ltd,"16,381.85 Cr.","16,346.87 Cr.","16,306.82 Cr."
500003,AEGIS LOGISTICS LTD.,"16,347.83 Cr.","16,337.30 Cr.","16,319.75 Cr."
500040,CENTURY TEXTILES & INDUSTRIES LTD.,"16,337.17 Cr.","16,313.15 Cr.","16,329.91 Cr."
532805,Redington Ltd,"16,600.98 Cr.","16,538.44 Cr.","16,491.53 Cr."
542752,Affle (India) Ltd,"16,034.17 Cr.","16,064.30 Cr.","16,083.23 Cr."
532976,JAI BALAJI INDUSTRIES LTD.,"16,944.35 Cr.","16,944.35 Cr.","16,944.35 Cr."
532548,CENTURY PLYBOARDS (I) LTD.-$,"16,143.09 Cr.","16,140.87 Cr.","16,020.89 Cr."
500184,Himadri Speciality Chemical Ltd,"15,975.18 Cr.","15,997.21 Cr.","16,030.27 Cr."
533272,Jupiter Wagons Ltd,"15,910.41 Cr.","15,910.41 Cr.","15,858.87 Cr."
500252,LAKSHMI MACHINE WORKS LTD.,"15,789.47 Cr.","15,682.43 Cr.","15,711.54 Cr."
532209,JAMMU & KASHMIR BANK LTD.,"15,680.84 Cr.","15,675.33 Cr.","15,746.91 Cr."
540073,BLS International Services Ltd,"15,903.49 Cr.","15,917.90 Cr.","15,882.91 Cr."
540065,RBL Bank Ltd,"15,923.53 Cr.","15,908.42 Cr.","16,014.18 Cr."
532504,Navin Fluorine International Limited-$,"15,733.21 Cr.","15,804.10 Cr.","15,904.25 Cr."
531213,MANAPPURAM FINANCE LTD.,"15,455.90 Cr.","15,477.06 Cr.","15,582.86 Cr."
543415,Anand Rathi Wealth Ltd,"15,374.62 Cr.","15,404.73 Cr.","15,408.08 Cr."
522287,Kalpataru Projects International Ltd,"15,092.87 Cr.","15,066.88 Cr.","15,016.52 Cr."
500183,HFCL Ltd,"15,552.19 Cr.","15,537.90 Cr.","15,823.66 Cr."
500144,FINOLEX CABLES LTD.,"15,222.82 Cr.","15,235.05 Cr.","15,202.94 Cr."
523367,DCM Shriram Limited,"15,156.03 Cr.","15,187.22 Cr.","15,163.83 Cr."
543988,Nuvama Wealth Management Ltd,"14,842.92 Cr.","14,911.63 Cr.","14,893.13 Cr."
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,"15,328.87 Cr.","15,339.27 Cr.","15,360.09 Cr."
531768,POLY MEDICURE LTD.,"15,280.94 Cr.","15,288.14 Cr.","15,298.69 Cr."
539957,Mahanagar Gas Ltd,"14,881.37 Cr.","14,912.48 Cr.","14,917.42 Cr."
526612,BLUE DART EXPRESS LTD.,"14,998.66 Cr.","15,043.39 Cr.","14,993.33 Cr."
543318,Clean Science and Technology Ltd,"14,981.70 Cr.","14,966.82 Cr.","14,938.67 Cr."
514162,Welspun Living Ltd,"15,087.33 Cr.","15,218.52 Cr.","15,247.68 Cr."
544081,Jyoti CNC Automation Ltd,"14,782.50 Cr.","14,738.15 Cr.","14,644.91 Cr."
500110,CHENNAI PETROLEUM CORPORATION LTD.,"14,389.31 Cr.","14,417.60 Cr.","14,418.35 Cr."
543960,Concord Biotech Ltd,"14,537.99 Cr.","14,491.44 Cr.","14,469.99 Cr."
590003,KARUR VYSYA BANK LTD.,"14,510.50 Cr.","14,538.50 Cr.","14,634.52 Cr."
517271,HBL POWER SYSTEMS LTD.-$,"14,626.19 Cr.","14,825.77 Cr.","14,666.38 Cr."
500008,Amara Raja Energy & Mobility Ltd,"14,545.54 Cr.","14,604.47 Cr.","14,587.39 Cr."
533655,TRIVENI TURBINE LTD.,"14,383.93 Cr.","14,390.29 Cr.","14,344.20 Cr."
500294,NCC Limited,"14,161.08 Cr.","14,217.59 Cr.","14,198.75 Cr."
500042,BASF INDIA LTD.,"14,387.28 Cr.","14,388.15 Cr.","14,333.82 Cr."
532144,Welspun Corp Limited,"14,341.96 Cr.","14,222.90 Cr.","14,211.13 Cr."
532627,Jaiprakash Power Ventures Limited,"14,049.59 Cr.","14,049.59 Cr.","14,001.62 Cr."
500249,KSB Ltd,"14,012.25 Cr.","13,976.74 Cr.","14,010.16 Cr."
543232,Computer Age Management Services Ltd,"14,108.01 Cr.","14,026.92 Cr.","14,153.22 Cr."
544014,Honasa Consumer Ltd,"13,856.02 Cr.","13,860.85 Cr.","13,947.72 Cr."
542760,Sterling and Wilson Renewable Energy Ltd,"14,057.74 Cr.","13,899.27 Cr.","13,915.59 Cr."
539177,Authum Investment & Infrastructure Ltd,"15,387.12 Cr.","15,542.53 Cr.","15,574.80 Cr."
500163,GODFREY PHILLIPS INDIA LTD.,"13,788.79 Cr.","13,808.29 Cr.","13,871.98 Cr."
500940,FINOLEX INDUSTRIES LTD.,"13,920.40 Cr.","13,914.19 Cr.","13,842.84 Cr."
532762,ACTION CONSTRUCTION EQUIPMENT LTD.,"13,444.49 Cr.","13,482.00 Cr.","13,467.12 Cr."
543374,Aditya Birla Sun Life AMC Ltd,"13,848.38 Cr.","13,914.64 Cr.","13,858.46 Cr."
535789,Indiabulls Housing Finance Ltd,"14,057.07 Cr.","14,105.09 Cr.","14,160.49 Cr."
532809,FIRSTSOURCE SOLUTIONS LTD.,"14,124.52 Cr.","14,197.70 Cr.","14,162.85 Cr."
500405,SUPREME PETROCHEM LTD.,"13,989.34 Cr.","13,994.98 Cr.","13,861.47 Cr."
506820,ASTRAZENECA PHARMA INDIA LTD.,"13,738.13 Cr.","13,706.38 Cr.","13,650.63 Cr."
540902,Amber Enterprises India Ltd,"13,655.40 Cr.","13,661.80 Cr.","13,578.41 Cr."
532953,V-GUARD INDUSTRIES LTD.,"13,773.28 Cr.","13,742.89 Cr.","13,567.06 Cr."
500620,GREAT EASTERN SHIPPING CO.LTD.,"13,682.58 Cr.","13,692.13 Cr.","13,735.49 Cr."
532689,PVR Inox Ltd,"13,473.37 Cr.","13,473.86 Cr.","13,493.98 Cr."
533160,D B Realty Ltd,"13,464.66 Cr.","13,642.71 Cr.","13,600.08 Cr."
543653,Bikaji Foods International Ltd,"13,441.77 Cr.","13,422.99 Cr.","13,396.70 Cr."
532527,RAMKRISHNA FORGINGS LTD.,"13,666.68 Cr.","13,671.20 Cr.","13,753.45 Cr."
534139,SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.,"13,007.26 Cr.","13,101.71 Cr.","13,171.05 Cr."
532790,Tanla Platforms Ltd,"13,429.18 Cr.","13,441.95 Cr.","13,553.55 Cr."
500335,BIRLA CORPORATION LTD.,"13,053.95 Cr.","13,075.51 Cr.","13,100.15 Cr."
530007,JK TYRE & INDUSTRIES LTD.,"13,253.89 Cr.","13,246.06 Cr.","13,362.09 Cr."
541557,Fine Organic Industries Ltd,"13,339.39 Cr.","13,384.61 Cr.","13,343.22 Cr."
532966,Titagarh Rail Systems Ltd,"13,338.09 Cr.","13,411.49 Cr.","13,413.51 Cr."
532784,Sobha Limited,"13,249.49 Cr.","13,174.09 Cr.","13,135.20 Cr."
533293,KIRLOSKAR OIL ENGINES LTD.,"13,004.50 Cr.","12,991.45 Cr.","12,908.85 Cr."
500106,IFCI LTD.,"13,127.73 Cr.","12,948.48 Cr.","12,843.92 Cr."
515030,ASAHI INDIA GLASS LTD.,"13,041.77 Cr.","13,061.22 Cr.","13,051.50 Cr."
500048,BEML LTD.,"12,578.72 Cr.","12,512.92 Cr.","12,549.99 Cr."
540750,Indian Energy Exchange Ltd,"13,129.56 Cr.","13,174.50 Cr.","13,152.03 Cr."
532181,GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.,"13,071.39 Cr.","13,072.98 Cr.","13,100.01 Cr."
532178,ENGINEERS INDIA LTD.,"12,643.14 Cr.","12,645.95 Cr.","12,688.11 Cr."
534076,Rhi Magnesita India Ltd,"12,901.18 Cr.","12,813.41 Cr.","12,822.71 Cr."
502986,VARDHMAN TEXTILES LTD.,"13,086.61 Cr.","12,931.90 Cr.","12,809.00 Cr."
500710,Akzo Nobel India Limited,"12,790.00 Cr.","12,887.91 Cr.","12,880.17 Cr."
543524,Rainbow Children's Medicare Ltd,"13,069.86 Cr.","12,882.59 Cr.","12,949.08 Cr."
543227,Happiest Minds Technologies Ltd,"12,692.11 Cr.","12,705.81 Cr.","12,699.72 Cr."
505533,Westlife Foodworld Ltd,"12,631.61 Cr.","12,626.15 Cr.","12,587.95 Cr."
500265,MAHARASHTRA SEAMLESS LTD.,"13,025.33 Cr.","13,082.94 Cr.","13,195.50 Cr."
540595,Tejas Networks Ltd,"12,622.23 Cr.","12,615.42 Cr.","12,599.25 Cr."
543265,RailTel Corporation of India Ltd,"12,474.88 Cr.","12,484.50 Cr.","12,527.83 Cr."
501425,BOMBAY BURMAH TRADING CORP.LTD.,"12,695.00 Cr.","12,589.99 Cr.","12,428.12 Cr."
538835,Intellect Design Arena Ltd,"12,280.31 Cr.","12,238.61 Cr.","12,269.37 Cr."
543334,Nuvoco Vistas Corporation Ltd,"12,312.96 Cr.","12,321.89 Cr.","12,327.24 Cr."
513377,MMTC LTD.,"12,952.50 Cr.","12,952.50 Cr.","12,945.00 Cr."
532798,NETWORK18 MEDIA & INVESTMENTS LTD.,"12,495.33 Cr.","12,490.10 Cr.","12,406.34 Cr."
532872,SUN PHARMA ADVANCED RESEARCH COMPANY LTD.,"12,007.30 Cr.","11,991.07 Cr.","12,039.75 Cr."
524742,CAPLIN POINT LABORATORIES LTD.,"11,870.45 Cr.","11,876.53 Cr.","11,928.55 Cr."
543243,Equitas Small Finance Bank Ltd,"12,002.10 Cr.","11,934.07 Cr.","11,990.76 Cr."
504067,ZENSAR TECHNOLOGIES LTD.,"11,946.85 Cr.","11,949.11 Cr.","12,005.74 Cr."
506590,PCBL Ltd,"11,903.28 Cr.","11,850.44 Cr.","11,822.13 Cr."
500031,BAJAJ ELECTRICALS LTD.-$,"11,777.23 Cr.","11,785.86 Cr.","11,807.73 Cr."
534597,Rattanindia Enterprises Ltd,"11,514.31 Cr.","11,546.10 Cr.","11,500.48 Cr."
515055,Anant Raj Limited-$,"11,736.81 Cr.","11,707.83 Cr.","11,777.73 Cr."
500330,RAYMOND LTD.,"11,667.71 Cr.","11,905.38 Cr.","11,782.22 Cr."
540596,Eris Lifesciences Ltd,"11,608.65 Cr.","11,600.49 Cr.","11,630.42 Cr."
540203,Sheela Foam Ltd,"11,744.20 Cr.","11,749.10 Cr.","11,749.10 Cr."
500878,CEAT LTD.,"11,737.81 Cr.","11,727.29 Cr.","11,731.74 Cr."
505700,ELECON ENGINEERING CO.LTD.,"11,458.98 Cr.","11,530.23 Cr.","11,455.62 Cr."
543238,UTI Asset Management Company Ltd,"11,548.30 Cr.","11,613.83 Cr.","11,536.21 Cr."
543534,Aether Industries Ltd,"11,504.04 Cr.","11,488.79 Cr.","11,413.90 Cr."
543317,G R Infraprojects Ltd,"11,451.36 Cr.","11,468.77 Cr.","11,423.81 Cr."
543428,Data Patterns (India) Ltd,"11,430.81 Cr.","11,406.17 Cr.","11,417.93 Cr."
539006,PTC Industries Ltd,"11,267.42 Cr.","11,325.32 Cr.","11,273.60 Cr."
541988,AAVAS Financiers Ltd,"11,339.45 Cr.","11,364.38 Cr.","11,373.48 Cr."
506767,ALKYL AMINES CHEMICALS LTD.-$,"11,294.15 Cr.","11,273.45 Cr.","11,325.59 Cr."
532927,ECLERX SERVICES LTD.,"11,487.87 Cr.","11,654.55 Cr.","11,844.53 Cr."
500380,JK LAKSHMI CEMENT LTD.,"11,205.13 Cr.","11,141.59 Cr.","11,101.58 Cr."
532482,GRANULES INDIA LTD.-$,"11,169.56 Cr.","11,213.19 Cr.","11,243.48 Cr."
523598,SHIPPING CORPORATION OF INDIA LTD.,"11,691.56 Cr.","11,700.87 Cr.","11,700.87 Cr."
500210,INGERSOLL-RAND (INDIA) LTD.,"11,080.37 Cr.","11,076.26 Cr.","11,080.84 Cr."
509488,GRAPHITE INDIA LTD.,"10,970.34 Cr.","10,970.34 Cr.","11,011.37 Cr."
543720,KFin Technologies Ltd,"10,856.94 Cr.","10,946.56 Cr.","10,923.52 Cr."
543322,Glenmark Life Sciences Ltd,"10,851.01 Cr.","10,970.47 Cr.","10,770.14 Cr."
541233,Lemon Tree Hotels Ltd,"11,028.07 Cr.","11,012.23 Cr.","10,972.61 Cr."
542904,Ujjivan Small Finance Bank Ltd,"10,799.93 Cr.","10,780.35 Cr.","10,796.02 Cr."
532734,GODAWARI POWER & ISPAT LTD.,"10,770.92 Cr.","10,727.42 Cr.","10,739.65 Cr."
543398,Latent View Analytics Ltd,"10,575.23 Cr.","10,587.58 Cr.","10,594.79 Cr."
500128,ELECTROSTEEL CASTINGS LTD.,"10,711.81 Cr.","10,783.17 Cr.","10,875.33 Cr."
511196,CAN FIN HOMES LTD.,"10,584.42 Cr.","10,639.01 Cr.","10,610.39 Cr."
500125,E.I.D.-PARRY (INDIA) LTD.,"11,221.77 Cr.","11,360.24 Cr.","11,236.86 Cr."
540900,Newgen Software Technologies Ltd,"10,728.33 Cr.","10,775.27 Cr.","10,541.94 Cr."
517506,TTK PRESTIGE LTD.,"10,541.60 Cr.","10,522.88 Cr.","10,486.15 Cr."
539150,PNC Infratech Ltd,"10,489.89 Cr.","10,504.00 Cr.","10,559.15 Cr."
532800,TV18 BROADCAST LTD.,"11,028.48 Cr.","11,028.48 Cr.","11,028.48 Cr."
504882,NATIONAL STANDARD (INDIA) LTD.,"10,382.00 Cr.","10,360.10 Cr.","10,537.70 Cr."
532939,RELIANCE POWER LTD.,"10,099.63 Cr.","10,099.63 Cr.","10,122.50 Cr."
533095,BENGAL & ASSAM COMPANY LTD.,"10,228.88 Cr.","10,284.18 Cr.","10,285.25 Cr."
544046,INOX India Ltd,"10,458.68 Cr.","10,491.35 Cr.","10,513.59 Cr."
532210,CITY UNION BANK LTD.,"10,043.07 Cr.","10,069.00 Cr.","10,113.43 Cr."
531335,ZYDUS WELLNESS LTD.-$,"10,149.33 Cr.","10,223.14 Cr.","10,134.69 Cr."
532670,SHREE RENUKA SUGARS LTD.,"10,397.67 Cr.","10,642.45 Cr.","10,640.32 Cr."
531500,RAJESH EXPORTS LTD.,"10,196.80 Cr.","10,156.94 Cr.","10,177.61 Cr."
538962,Minda Corporation Ltd,"10,301.93 Cr.","10,293.56 Cr.","10,208.69 Cr."
543275,Anupam Rasayan India Ltd,"10,047.89 Cr.","10,048.98 Cr.","9,907.99 Cr."
543228,Route Mobile Ltd,"10,187.82 Cr.","10,182.49 Cr.","10,175.92 Cr."
533248,GUJARAT PIPAVAV PORT LTD.,"9,908.10 Cr.","9,932.27 Cr.","9,946.78 Cr."
543425,C.E. Info Systems Ltd,"9,966.82 Cr.","9,949.25 Cr.","9,934.11 Cr."
540743,Godrej Agrovet Ltd,"9,969.98 Cr.","9,979.59 Cr.","9,911.35 Cr."
500670,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LTD.,"9,894.25 Cr.","9,913.35 Cr.","9,913.35 Cr."
539807,Infibeam Avenues Ltd,"9,779.88 Cr.","9,790.99 Cr.","9,777.10 Cr."
523025,SAFARI INDUSTRIES (INDIA) LTD.,"9,729.64 Cr.","9,728.92 Cr.","9,753.90 Cr."
543417,RateGain Travel Technologies Ltd,"9,637.89 Cr.","9,653.80 Cr.","9,687.37 Cr."
523405,JM FINANCIAL LTD.-$,"9,655.62 Cr.","9,650.84 Cr.","9,660.40 Cr."
517146,USHA MARTIN LTD.,"9,626.79 Cr.","9,553.65 Cr.","9,544.51 Cr."
532443,CERA SANITARYWARE LTD.,"9,848.57 Cr.","9,881.34 Cr.","9,788.16 Cr."
530019,Jubilant Pharmova Ltd,"9,648.45 Cr.","9,629.34 Cr.","9,566.43 Cr."
543959,SBFC Finance Ltd,"9,568.46 Cr.","9,617.75 Cr.","9,738.81 Cr."
543482,Eureka Forbes Ltd,"9,571.89 Cr.","9,571.89 Cr.","9,533.22 Cr."
500390,RELIANCE INFRASTRUCTURE LTD.,"9,443.77 Cr.","9,439.81 Cr.","9,584.39 Cr."
542011,Garden Reach Shipbuilders & Engineers Ltd,"9,439.66 Cr.","9,456.84 Cr.","9,451.11 Cr."
523704,MASTEK LTD.,"9,453.16 Cr.","9,451.32 Cr.","9,408.07 Cr."
500690,GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,"9,493.73 Cr.","9,467.83 Cr.","9,471.81 Cr."
544045,DOMS Industries Ltd,"9,492.09 Cr.","9,568.25 Cr.","9,497.86 Cr."
522205,PRAJ INDUSTRIES LTD.,"9,311.05 Cr.","9,445.24 Cr.","9,406.63 Cr."
532313,MAHINDRA LIFESPACE DEVELOPERS LTD.,"9,402.72 Cr.","9,384.12 Cr.","9,399.62 Cr."
543980,Jupiter Life Line Hospitals Ltd,"9,454.62 Cr.","9,498.22 Cr.","9,375.94 Cr."
542323,KPI Green Energy Ltd,"9,445.68 Cr.","9,440.26 Cr.","9,403.79 Cr."
534618,Waaree Renewable Technologies Ltd,"9,686.19 Cr.","9,686.19 Cr.","9,686.19 Cr."
543573,Syrma SGS Technology Ltd,"9,074.60 Cr.","9,074.60 Cr.","9,108.34 Cr."
542650,Metropolis Healthcare Ltd,"8,946.52 Cr.","8,938.06 Cr.","8,948.05 Cr."
543276,Craftsman Automation Ltd,"9,416.99 Cr.","9,438.86 Cr.","9,373.15 Cr."
544057,Happy Forgings Ltd,"9,072.87 Cr.","9,078.52 Cr.","9,070.99 Cr."
540935,Galaxy Surfactants Ltd,"9,079.08 Cr.","9,068.79 Cr.","9,069.33 Cr."
524558,NEULAND LABORATORIES LTD.,"9,063.23 Cr.","9,042.57 Cr.","9,138.09 Cr."
543657,Archean Chemical Industries Ltd,"8,949.98 Cr.","9,180.73 Cr.","9,132.61 Cr."
543272,Easy Trip Planners Ltd,"8,883.24 Cr.","8,870.84 Cr.","8,838.94 Cr."
543413,Tega Industries Ltd,"8,702.40 Cr.","8,683.77 Cr.","8,632.21 Cr."
532652,KARNATAKA BANK LTD.,"8,575.34 Cr.","8,570.14 Cr.","8,597.89 Cr."
543397,Sapphire Foods India Ltd,"8,995.23 Cr.","9,013.07 Cr.","8,983.77 Cr."
500338,Prism Johnson Ltd,"8,619.98 Cr.","8,607.40 Cr.","8,587.26 Cr."
542141,Techno Electric & Engineering Company Ltd,"8,950.15 Cr.","8,969.95 Cr.","8,890.20 Cr."
543427,Medplus Health Services Ltd,"8,606.66 Cr.","8,473.97 Cr.","8,431.54 Cr."
500266,MAHARASHTRA SCOOTERS LTD.,"8,783.83 Cr.","8,794.28 Cr.","8,689.83 Cr."
519600,CCL PRODUCTS (INDIA) LTD.,"8,623.53 Cr.","8,653.47 Cr.","8,666.77 Cr."
533088,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,"8,488.44 Cr.","8,504.60 Cr.","8,412.72 Cr."
540575,Star Cement Ltd,"8,495.87 Cr.","8,483.75 Cr.","8,522.14 Cr."
543945,Netweb Technologies India Ltd,"8,732.68 Cr.","8,606.25 Cr.","8,634.01 Cr."
543957,Redtape Ltd,"8,254.11 Cr.","8,361.21 Cr.","8,354.30 Cr."
505509,RESPONSIVE INDUSTRIES LTD.,"8,386.17 Cr.","8,380.84 Cr.","8,268.86 Cr."
539302,Power Mech Projects Ltd,"8,289.55 Cr.","8,219.84 Cr.","8,194.07 Cr."
524230,RASHTRIYA CHEMICALS & FERTILIZERS LTD.,"8,239.46 Cr.","8,222.91 Cr.","8,231.19 Cr."
532638,SHOPPERS STOP LTD.,"8,367.71 Cr.","8,373.75 Cr.","8,347.92 Cr."
543965,TVS Supply Chain Solutions Ltd,"8,227.46 Cr.","8,234.06 Cr.","8,808.23 Cr."
